english,hindi,English_Emotion,English_Confidence,Hindi_Emotion,Hindi_Confidence
scent,गमक,surprise,0.5953510403633118,surprise,0.3842628300189972
The three of them lay down in the shade.,तीनों छाया में लेटे। ,surprise,0.3192365765571594,surprise,0.9261438846588135
1202,१२०२ ,surprise,0.41900959610939026,surprise,0.4637834429740906
"Verily this is an Admonition: therefore, whoso will, let him take a (straight) path to his Lord!",निश्चय ही यह एक अनुस्मृति है। अब जो चाहे अपने रब की ओर मार्ग ग्रहण कर ले,surprise,0.9245400428771973,surprise,0.6877763867378235
Here hs wears no garb of a Mumal or a Sasui or a Lila or a Nuri but reveals himself without any symbolic cover as a seeker of Truth and man of realisation.,"यहाँ वे मूमल या ससुई या लीला या नूरी के वेष में धारण नहीं करते और अपने को, किसी अभिव्यंजित करते हैं। ",surprise,0.7150179743766785,surprise,0.8293076157569885
"He said, ""Did you see when we retired to the rock? Indeed, I forgot [there] the fish. And none made me forget it except Satan - that I should mention it. And it took its course into the sea amazingly"".","उसने कहा, ""ज़रा देखिए तो सही, जब हम उस चट्टान के पास ठहरे हुए थे तो मैं मछली को भूल ही गया-और शैतान ही ने उसको याद रखने से मुझे ग़ाफ़िल कर दिया-और उसने आश्चर्य रूप से दरिया में अपनी राह ली।"" ",fear,0.5392324328422546,fear,0.3355591893196106
campus,परिसर,surprise,0.5619681477546692,surprise,0.7694715857505798
_ Timeout:,समय समाप्त (_ T): ,surprise,0.4142530560493469,surprise,0.4367254674434662
Oruro,ओरुरोbolivia. kgm,surprise,0.7710513472557068,surprise,0.3210291862487793
white book,श्वेतपत्र,surprise,0.41760382056236267,surprise,0.3635198175907135
He said that tremendous responsibilities would be entrusted on their shoulders at a very young age in civil services.,उन्होंने कहा कि सिविल सेवा में इतनी अल्पायु में उनके कंधों पर भारी जिम्मेदारी डाली जाएगी।,surprise,0.45941030979156494,surprise,0.8171682953834534
"Department of Administrative Reforms and Public Grievances (DARPG), the administrative department for CPGRAMS has prescribed guidelines with respect to disposal of Public grievances.","प्रशासनिक सुधार और लोक शिकायत विभाग (DARPG), जो CPGRAMS का प्रशासनिक विभाग है, उन्होंने लोक शिकायतों के निपटान के लिए दिशानिर्देश निर्धारित किए हैं।",surprise,0.33876875042915344,sadness,0.4585895538330078
"The poor also are willing to make, and do make, smart decisions,","गरीब भी बढिया फ़ैसले लेना चाहते हैं, ",surprise,0.3434549868106842,surprise,0.4815881550312042
I think that is a serious thing because it means that a poor person may not be able to contest elections.,मैं समझती हूं कि यह एक गम्भीर मसला है क्योंकि इसका अर्थ यह हुआ कि गरीब आदमी चुनाव नहीं लड़ सकता। ,surprise,0.9782422780990601,surprise,0.8691022992134094
"And when they (Jews) meet those who believe (Muslims), they say, ""We believe"", but when they meet one another in private, they say, ""Shall you (Jews) tell them (Muslims) what Allah has revealed to you [Jews, about the description and the qualities of Prophet Muhammad Peace be upon him, that which are written in the Taurat (Torah)], that they (Muslims) may argue with you (Jews) about it before your Lord?"" Have you (Jews) then no understanding?","और जब वे ईमान लानेवाले से मिलते है तो कहते हैं, ""हम भी ईमान रखते हैं"", और जब आपस में एक-दूसरे से एकान्त में मिलते है तो कहते है, ""क्या तुम उन्हें वे बातें, जो अल्लाह ने तुम पर खोली, बता देते हो कि वे उनके द्वारा तुम्हारे रब के यहाँ हुज्जत में तुम्हारा मुक़ाबिला करें? तो क्या तुम समझते नहीं!"" ",surprise,0.603679358959198,love,0.3662927448749542
Surxondaryo,सोन्द्रियोitalyprovince. kgm,surprise,0.8586333990097046,sadness,0.7699586153030396
familiar with them.,उन लोगों के साथ परिचित। ,joy,0.2323724925518036,surprise,0.4131704568862915
"Khayalistan popularised the new genre called Adab - i - Lateef, which was originally the translation of Light Literature.",यह मूल रूप में हलके-फुलके साहित्य का अनुवाद था। ,surprise,0.5090155601501465,surprise,0.8954387903213501
Couldn 't access trash.,रद्दी पर पंहुच नहीं सका. ,surprise,0.5501470565795898,sadness,0.6319352984428406
America / Tijuana,अमेरिका/तिजुआना,surprise,0.4204026460647583,surprise,0.5166657567024231
abandonment of claim,दावे का परित्याग,surprise,0.6133328080177307,surprise,0.500265896320343
The local officials even used their discretion in protecting the rights of the wild tribes inhabiting these lands.,स्थानीय अधिकारी भी इस प्रकार की भूमि के निवासी जनजातियों के अधिकारों की रक्षा में अपनी इच्छानुसार व्यवहार करते थे। ,surprise,0.4673546552658081,sadness,0.5968183279037476
Mauve,Mauve,surprise,0.3479214310646057,surprise,0.3479214310646057
"In recent years, both India and Mexico have emerged as dynamic economies.","हाल के वर्षों में, भारत और मैक्सिको दोनों गतिशील अर्थव्यवस्थाओं के रूप में उभरे हैं।",surprise,0.2590421736240387,surprise,0.8193841576576233
Enter Hell now to abide in it. How woeful is the abode of those who wax proud!,"अब जहन्नुम के दरवाज़े में दाख़िल हो जाओ (और) हमेशा उसी में (पड़े) रहो, ग़रज़ तकब्बुर करने वालों का भी (क्या) बुरा ठिकाना है",surprise,0.5180180668830872,surprise,0.3064922094345093
"Say: 'Come, I will recite what your Lord has forbidden you: that you associate not anything with Him, and to be good to your parents, and not to slay your children because of poverty; We will provide you and them and that you approach not any indecency outward or inward, and that you slay not the soul God has forbidden, except by right. That then He has charged you with; haply you will understand.","कह दो, ""आओ, मैं तुम्हें सुनाऊँ कि तुम्हारे रब ने तुम्हारे ऊपर क्या पाबन्दियाँ लगाई हैः यह कि किसी चीज़ को उसका साझीदार न ठहराओ और माँ-बाप के साथ सद्व्य वहार करो और निर्धनता के कारण अपनी सन्तान की हत्या न करो; हम तुम्हें भी रोज़ी देते है और उन्हें भी। और अश्लील बातों के निकट न जाओ, चाहे वे खुली हुई हों या छिपी हुई हो। और किसी जीव की, जिसे अल्लाह ने आदरणीय ठहराया है, हत्या न करो। यह और बात है कि हक़ के लिए ऐसा करना पड़े। ये बाते है, जिनकी ताकीद उसने तुम्हें की है, शायद कि तुम बुद्धि से काम लो। ",love,0.6348897814750671,surprise,0.2823364734649658
An SCA would be identified for one or more districts (one district would cover 100 - 200 CSCs).,प्रथम स्तर पर ग्राम स्तरीय उद्यमी होंगे जो 5-6 गाँव के ग्रामीण उपभोक्ताओं को एक स्थान पर (लेकिन तमिलनाडु सरकार ने प्रत्येक 3 गाँव के लिए 1 साझा सेवा केन्द्र स्थापना की योजना बनायी है) सेवाएँ उपलब्ध करायेगी। ,surprise,0.5013787746429443,surprise,0.36682552099227905
"Similar programmes exist for writers, artists, grass root innovators, NIT students and inspired teachers.","ऐसे ही कार्यक्रम लेखकों, कलाकारों, बुनियादी नवान्वेषकों, राष्ट्रीय प्रौद्योगिकी संस्थानों के विद्यार्थियों तथा प्रेरित अध्यापकों के लिए विद्यमान हैं।",surprise,0.32594215869903564,surprise,0.4834907054901123
"It is true that Iswarchandra opposed some of the social reforms of the day like widow remarriage, but he was not opposed to any and every progressive measure as such.","यह सच है कि, ईश्वरचन्द्र गुप्त ने उस समय विधवा पुनर्विवाह जैसे कुछ सामाजिक सुधारों का विरोध किया, लेकिन किसी खास या सभी प्रगतिशील कदमों से उनकी विरोध न था। ",surprise,0.5042093396186829,joy,0.4382016062736511
panda,पाँडा बिल्ली,surprise,0.4254947006702423,surprise,0.37968188524246216
Highest; at the very top; uppermost.,उच्चतम; सबसे ऊपर का; ऊपरवाला. ,surprise,0.41550183296203613,surprise,0.45791950821876526
Nicolas Léonard Sadi Carnot,सादी कार्नो ,sadness,0.9436911344528198,sadness,0.778045117855072
05 minutes,05 मिनट,surprise,0.38402125239372253,surprise,0.39732855558395386
"I do hope that, as you said, we shall contest every Muslim seat.","जैसा कि आपने कहा है, मुझे पूरी आशा है कि हम हर मुस्लिम बैठक के लिए लडेंगे। ",joy,0.25937420129776,surprise,0.8788812160491943
“And wait – we too are waiting. ”,"तुम भी प्रतीक्षा करो, हम भी प्रतीक्षा कर रहे है। """,surprise,0.7387962341308594,anger,0.33544567227363586
"When disturbed or alarmed, this beetle explodes a malodorous and caustic volatile liquid, with a loud report, from its anal end and makes good its escape, leaving behind an utterly confused enemy, overcome by acrid fumes.",छेड़े जाने या डराए जाने पर यह भृंग अपनी गुदा के सिरे से एक दुर्गंधयुक्त और दाहक वाष्पशील द्रव जोरदार धमाके से निकालता है और भाग निकलता है तथा पीछे रह जाता है तीखे धुएं से पराजित एकदम भ्रमित शत्रु। ,surprise,0.8848006129264832,fear,0.6543890833854675
"When Shekhar came back that evening, she reported to him all about her futile exercise.",शाम को शेखर के लौटने पर उसने सुबह का अपना अनभव बयान किया। ,surprise,0.5246966481208801,surprise,0.9452306628227234
Symbol Database,प्रतीक डेटाबेस,surprise,0.5363016724586487,surprise,0.42617276310920715
analytical study,विश्लेषणात्मक अध्ययन,surprise,0.5958895683288574,surprise,0.7253738045692444
fatuous,ऊटपटाँग,surprise,0.5649368166923523,surprise,0.42908963561058044
"""As for the youth, his parents were people of Faith, and we feared that he would grieve them by obstinate rebellion and ingratitude (to Allah and man).","और रहा वह लड़का, तो उसके माँ-बाप ईमान पर थे। हमें आशंका हुई कि वह सरकशी और कुफ़्र से उन्हें तंग करेगा",fear,0.6626232862472534,surprise,0.9497529864311218
boxing,बॉक्सिंग,surprise,0.6199046969413757,surprise,0.385008305311203
carefree,अचिंत,surprise,0.5340629816055298,surprise,0.6254281997680664
lady finger,भिंडी,surprise,0.42316222190856934,surprise,0.39758363366127014
"Of course, I can and do envisage a State where the police will not be necessary; but whether we shall succeed in realizing it, the future alone will show.","अवश्य ही मैं ऐसे राज्य की कल्पना कर सकता हूं और कता हूं, जिसमें पुलिस की जरूरत नहीं होगीः परन्तु यह कल्पना सफल होगी या नहीं, यह तो भविष्य ही बतायेगा। ",surprise,0.7652653455734253,surprise,0.9603263735771179
"upon those rest blessings and mercy from their Lord, and those - - they are the truly guided.",यही लोग है जिनपर उनके रब की विशेष कृपाएँ है और दयालुता भी; और यही लोग है जो सीधे मार्ग पर हैं,love,0.9600569605827332,joy,0.2958526015281677
bosom,वाम,surprise,0.3876856863498688,surprise,0.42810630798339844
Main memory,मुख्य मेमोरी,surprise,0.35010194778442383,surprise,0.44775307178497314
"but they had to do it like the West, right? Because we are setting up leagues.","लेकिन उन्हें ये सब पाश्चात्य तरीके से करना था, है न? क्योंकि हम लीग की नीव रख रहे थे. ",surprise,0.47592899203300476,surprise,0.9116085767745972
"The whole of the case of the Sind Hindu Sabha is a negation of the principle of democracy, except in so far as joint electorates are demanded.",मिले-जुले चुनाव कराने की मांग के अलावा सिंध हिंदू महासभा का सारा मामला लोकतंत्र के उसूलों के खिलाफ है। ,surprise,0.6891207098960876,surprise,0.6851335167884827
"This might strike you as a strange career move,","यह आपको एक अजीब व्यवसाय लगेगा, ",surprise,0.9925941824913025,surprise,0.9510248303413391
Display iPod properties iPod,विशेषताएँ दिखाएँ,surprise,0.3071500062942505,sadness,0.5599350929260254
shapeless,बेडौल,surprise,0.5566789507865906,surprise,0.5230454206466675
calm,शांत होना,surprise,0.46528682112693787,surprise,0.46686118841171265
"Who avoid the deadly sins, immoral acts, and forgive when they are angered,",और जो लोग बड़े बड़े गुनाहों और बेहयाई की बातों से बचे रहते हैं और ग़ुस्सा आ जाता है तो माफ कर देते हैं,anger,0.9266257882118225,surprise,0.393300861120224
Wrap outgoing text at,बाहर जाने वाले टेक्स्ट को,surprise,0.6785913705825806,joy,0.7889279723167419
kanjirappally,कन्जिरपल्ली,surprise,0.855555534362793,surprise,0.5543102025985718
It was something of a miraculous nature that brought about this marriage.,"शाह लतीफ की शादी कैसे हुई, यह भी एक विस्मयकारी बात है। ",surprise,0.9908499121665955,surprise,0.8279913067817688
"therein calling for every fruit, secure.",वे वहाँ निश्चिन्तता के साथ हर प्रकार के स्वादिष्ट फल मँगवाते होंगे,surprise,0.3360137641429901,surprise,0.5005444884300232
Asia / Anadyr,एशिया/एनाडिर,surprise,0.40873298048973083,surprise,0.39757591485977173
Classification:,वर्गीकरणः,surprise,0.40661096572875977,surprise,0.31941351294517517
A container for putting things in it.,ऐसा पात्र जिसमें सामान रखा जा सके। ,surprise,0.6739509701728821,surprise,0.9657532572746277
"Had We willed, We would have made of you angels to be successors on earth.","और यदि हम चाहते हो तुममें से फ़रिश्ते पैदा कर देते, जो धरती में उत्ताराधिकारी होते",surprise,0.5749305486679077,fear,0.9242334365844727
smallness,छोटापन,surprise,0.6353495121002197,surprise,0.42358076572418213
"If the court finds that the nuisance existed at the date of making the complaint, they will award you the reasonable costs incurred by you in bringing the action against the noise maker.",यदि कोर्ट यह निश्चित करे कि शिकायत करने के दिन शांति भंग की अवस्था विद्यमान थी तो वह आप को शोर करने वाले के विरुद्ध केस करने में हुए खर्च के लिए समुचित लागत दिए जाने का आदेश देगा। ,surprise,0.5375680923461914,surprise,0.45298993587493896
"Perfection is achieved, not when there is nothing more to add, but when there is nothing left to take away.","उत्कृष्टता की सिद्धि तब नहीं होती जब कुछ और जोड़ना या लगाना बाकी नहीं रह जाए, बल्कि तब होती है जब कुछ हटाने के लिये नहीं बचे। ",surprise,0.5316774845123291,sadness,0.6849884986877441
Such items of trade which are not visible but traded.,ऐसे मद जिनका व्यापार तो होता है लेकिन जो दिखाई नहीं देते। ,surprise,0.9157851338386536,surprise,0.8524237871170044
& View Mode,दृश्य मोड (V) ,surprise,0.44878754019737244,sadness,0.6867166757583618
So eight plus eight is sixteen.,तो 8 जमा 8 है 16. ,surprise,0.3571953773498535,surprise,0.37303802371025085
"It is, however, the preliminary stage which posits a bigger challenge for innovators, entrepreneurs, financiers and policy-makers alike.","इसलिए नवान्वेषकों,उद्यमियों, वित्त प्रदाताओं तथा नीति निर्माताओं की शुरुआती बड़ी चुनौती एक जैसी होती है।",surprise,0.7511517405509949,surprise,0.340677410364151
Could not create folder '% s':% s,फ़ोल्डर '% s' निर्मित नहीं कर सकाः% s,surprise,0.3335684835910797,fear,0.5492095351219177
Tigris,दजला नदी,surprise,0.3573327958583832,surprise,0.36441516876220703
It disables / enables the repeated prompts to warn that you are trying to send a message to recipients not entered as mail addresses,यह पुनरावृत्त संवाद को निष्क्रिय/सक्षम करके चेतावनी देता है की आप बिना दर्ज किया डाक पते वाले प्राप्तकर्ताओं को संदेश भेजने की कोशिश कर रहे हैं,surprise,0.9375900030136108,anger,0.28751951456069946
Magnetic disk unit,चुंबकीय चक्रिका एकक,surprise,0.44654160737991333,surprise,0.47512087225914
Initial scale on the Y axis,Y अक्ष पर आरंभिक स्केल,surprise,0.4893204867839813,joy,0.6078320145606995
The state of being sane.,स्वस्थचित्त होने की अवस्था,surprise,0.48283445835113525,sadness,0.5591567158699036
"It is the privilege of Kerala to herald varsha 's arrival into the country, around the first week of June.",जून के पहले सप्ताह में देश में वर्षा के आगमन की शुभ सूचना का संदेशवाहक केरल होता है। ,surprise,0.9750449657440186,sadness,0.6905039548873901
"(1) If the President, on receipt of a report from the Governor of a State or otherwise, is satisfied that a situation has arisen in which the Government of the State cannot be carried on in accordance with the provisions of this Constitution, the President may by Proclamation—","(1) यदि राष्ट्रपति का किसी राज्य के राज्यपाल से प्रतिवेदन मिलने पर या अन्यथा, यह समाधान हो जाता है कि ऐसी स्थिति उत्पन्न हो गई है जिसमें उस राज्य का शासन इस संविधान के उपबंधों के अनुसार नहीं चलाया जा सकता है तो राष्ट्रपति उद्घोषणा द्वारा—",surprise,0.35865285992622375,surprise,0.4204029142856598
Its Interface available in Hindi as well.,इसका इण्टरफेस हिन्दी में भी उपलब्ध है। ,surprise,0.3513917028903961,surprise,0.8352313041687012
"when you can do long - term planning,","तब आप दूरगामी योजनायें बना सकते हैं, ",surprise,0.42802146077156067,joy,0.5376459956169128
Cape May,"केप मेCity name (optional, probably does not need a translation) ",surprise,0.41226664185523987,surprise,0.5736284255981445
"Have you not seen how Allah has created the seven heavens in layers,",क्या तुमने ग़ौर नहीं किया कि ख़ुदा ने सात आसमान ऊपर तलें क्यों कर बनाए,surprise,0.6401422023773193,surprise,0.7584491968154907
construction of worksheds,वर्कशेड निर्माण,surprise,0.7006699442863464,surprise,0.6007132530212402
propneustic,अग्र रंध्री,surprise,0.5218859910964966,anger,0.4491426646709442
"There is need to work together to raise the level of India-Belarus bilateral trade from the existing level of US $ 445 million to reach the US $ 1 billion target by 2018 set by the two sides during the 7th Inter-Governmental Commission meeting in Minsk in September last year. He expressed confidence that the large business delegation accompanying Dr. Myasnikovich, representing various sectors of Belarusian economy, will further augment and diversify bilateral trade and economic relations between the two countries.",विगत वर्ष सितंबर में मिंस्क में 7वीं अन्तर-सरकारी आयोग की बैठक के दौरान दोनों पक्षों द्वारा निर्धारित भारत-बेलारुस द्विपक्षीय व्यापार के 445मिलियन अमरीकी डॉलर के वर्तमान स्तर को 2018 में 1 बिलियन अमरीकी डॉलर तक बढ़ाने के लिए मिलकर कार्य करना होगा। उन्होंने विश्वास व्यक्त किया कि डॉ. मयास्निकोविच के साथ आया बेलारुस अर्थव्यवस्था के विभिन्न क्षेत्रों का प्रतिनिधित्व करने वाला विशाल व्यापार शिष्टमंडल दोनों देशों के द्विपक्षीय व्यापार और आर्थिक संबंधों को और घनिष्ठ एवं विविध बनाएगा।,surprise,0.27066177129745483,surprise,0.3040832579135895
Specify session management ID,सत्र प्रबंधन ID निर्दिष्ट करें,surprise,0.32979828119277954,surprise,0.3629579544067383
"When the angels take away from their bodies the souls of those who have wronged themselves, they will ask them, ""How did you live?"" They will reply, ""We lived on earth in weakness and oppression."" The angels will say, ""Was not God 's land vast enough for you to go wherever you could live in peace?"" The dwelling of these people will be hell fire, a terrible destination.",बेशक जिन लोगों की क़ब्जे रूह फ़रिश्ते ने उस वक़त की है कि (दारूल हरब में पड़े) अपनी जानों पर ज़ुल्म कर रहे थे और फ़रिश्ते कब्जे रूह के बाद हैरत से कहते हैं तुम किस (हालत) ग़फ़लत में थे तो वह (माज़ेरत के लहजे में) कहते है कि हम तो रूए ज़मीन में बेकस थे तो फ़रिश्ते कहते हैं कि ख़ुदा की (ऐसी लम्बी चौड़ी) ज़मीन में इतनी सी गुन्जाइश न थी कि तुम (कहीं) हिजरत करके चले जाते पस ऐसे लोगों का ठिकाना जहन्नुम है और वह बुरा ठिकाना है,surprise,0.4831177890300751,surprise,0.25437507033348083
"The horse is a herbivorous animal, but does not ruminate like a cow or camel.","घोड़ा तृण भक्षी जानवर है, परंतु गाय अथवा ऊंट की तरह यह जुगाली नहीं करता. ",surprise,0.2957829535007477,surprise,0.8016220331192017
"Well, it 's no wonder, these days.'",इन दिनों क्या कुछ नहीं हो सकता। ,surprise,0.43832337856292725,surprise,0.8461002707481384
"The most esteemed writers and critics of Bengal in the 19th - 20th centuries have expressed their appreciation of the Gita - govinda, but they have been all reasonable, and their praise has been within limits unless they were believing or devout Vaishnavas of the medieval school.",19वीं-20वीं सदी के बंगाल के सर्वाधिक सम्मानित लेखकों एवं समीक्षकों ने गीत-गोविंद का अपना मूल्यांकन दिया है लेकिन वे सभी तर्कसम्मत रहे हैं और उनकी प्रशंसाएं एक सीमा के अंतर्गत रही हैं। ,surprise,0.5555639266967773,surprise,0.38974565267562866
"Smt. Savita Mahajan did her Graduation in Economics from Delhi University followed by Masters in Business Administration from the Indian Institute of Management, Ahmedabad, in 1981.","दिल्ली विश्वविद्यालय से अर्थशास्त्र में अन्डर-ग्रेजुएट की डिग्री लेने के बाद उन्होनें इंडियन स्कूल ऑफ मैनेजमेनट, अहमदाबाद से 1981 में एमबीए किया। ",surprise,0.3312020003795624,anger,0.4510501027107239
In April 1854 he was given the powers of a Junior Assistant under the Assam Code and the powers of a Sadar Amin and of Deputy Collector.,1854 में असम कोड के अन्तर्गत उन्हें जूनियर एसिस्टेंट के अधिकार दिये गये। ,surprise,0.301582008600235,surprise,0.47351253032684326
Such people will dwell in hell fire from which they will not be able to escape.,यही तो वह लोग हैं जिनका ठिकाना बस जहन्नुम है और वहॉ से भागने की जगह भी न पाएंगे,sadness,0.4764491021633148,surprise,0.6662170886993408
heart,आसंग,love,0.7370699048042297,surprise,0.6737988591194153
Surdas,सूरदास (हिंदीकुंज में) ,surprise,0.583470344543457,sadness,0.6835164427757263
And one day - I don 't know what happened -,और एक दिन-ना जाने क्या हुआ कि-,surprise,0.9576835632324219,surprise,0.7958623766899109
And He found you poor and made [you] self - sufficient.,और तुम्हें निर्धन पाया तो समृद्ध कर दिया? ,surprise,0.3553989827632904,surprise,0.5283235311508179
"Whether you seek a holiday of rest and recreation or a lot of action - water sports, swimming, sightseeing, Junput beach is always high on the list of tourists.","यदि आप आराम और मनोरंजन के साथ अपना अवकाश बिताना चाहते हैं या आप अत्यंत सक्रिय जल क्रीड़ाएं, तैराकी, दर्शनीय स्थलों की यात्रा करना चाहते हैं तो जुनपुट तट पर्यटकों की सूची में हमेशा ऊपर है। ",surprise,0.4505934715270996,anger,0.27666887640953064
sty,अंजना,surprise,0.45014283061027527,surprise,0.4405367970466614
Aki,Name,surprise,0.44040805101394653,surprise,0.5297083854675293
bar,शराबख़ाना,surprise,0.5325790047645569,surprise,0.8021067380905151
The Romans have been defeated.,रूमी निकटवर्ती क्षेत्र में पराभूत हो गए हैं। ,surprise,0.4335426390171051,surprise,0.30844947695732117
During the days of non - cooperation a number of Arabic and Persian terms were created to indicate passive resistance.,असहयोग के दिनों में अनेक अरबी और फारसी शब्द पैदा किये गये थे जो निष्क्रिय प्रतिरोध को प्रकट करते थे। ,surprise,0.41474586725234985,surprise,0.48273611068725586
Category: Architecture,श्रेणीःस्थापत्य,surprise,0.5835012793540955,sadness,0.5379197001457214
Offline —% s,ऑफ़लाइन —% s,surprise,0.4179171025753021,surprise,0.4646647870540619
"For wholesale marketing, the fish can be packed in polythene lined gunny bags.",थोक बिक्री के लिए इसे पोलिथिन लाइन्ड गन्नी बैगों में पैक किया जा सकता है। ,surprise,0.3000507950782776,surprise,0.9280824065208435
Member left Пользователь покинул сеть,nan,surprise,0.5336923599243164,surprise,0.4396469295024872
Water,वाटर,surprise,0.5900595188140869,surprise,0.6380885243415833
Select all replies to the currently selected message,मौजूदा चयनित संदेश में सभी जवाबों को चुनें,surprise,0.5122085213661194,joy,0.38830986618995667
% s has proposed the following meeting changes:,% s ने बैठक परिवर्तन को प्रस्तावित किया गया हैः,surprise,0.37055203318595886,surprise,0.5079094171524048
uncounted,असङ्ख्य,surprise,0.9236517548561096,surprise,0.755355954170227
"(4) The transfer of a case under sub-section (1) or sub-section (2) may be made at any stage of the proceedings, and shall not render necessary the re-issue of any notice already issued by the Assessing Officer or Assessing Officers from whom the case is transferred.",(4) उपधारा (1) या उपधारा (2) के अधीन किसी मामले का अंतरण कार्यवाहियों के किसी भी प्रक्रम पर किया जा सकेगा और ऐसी सूचना का पुनः जारी किया जाना आवश्यक नहीं बनाएगा जो उस निर्धारण अधिकारी या उन निर्धारण अधिकारियों द्वारा जिनसे मामला अन्तरित किया जाता है पहले ही जारी की जा चुकी है।,surprise,0.3161413371562958,surprise,0.4621056914329529
Show Run Application dialog,रन अनुप्रयोग संवाद दिखाएँ,surprise,0.335227370262146,anger,0.2407335340976715
Place means to import a file into another file.,रखने का अर्थ होता है कि एक संचिका को अन्य संचिका में से ले कर रखना। ,surprise,0.6082525253295898,surprise,0.96275794506073
"And for their faithlessness, and their uttering a monstrous calumny against Mary,",और उनके काफ़िर होने और मरियम पर बहुत बड़ा बोहतान बॉधने कि वजह से,fear,0.42679280042648315,fear,0.8773770332336426
In 1850 Phukan was Sub - Assistant equal to an E. A. C. of today for three months in Now - gong and for some tune in Gowalpara.,1850 में फूकन तीन महीने के लिए नवगाँव और कुछ समय के लिए ग्वालपाड़ा के सब-एसिस्टेंट बने। ,surprise,0.45119306445121765,surprise,0.43452176451683044
A genus belonging to nematode worms inclusing the whipworms,गोल कृमियो की एक प्रजाति जिसके अंतर्गत कशाकृमि भी आते है। ,anger,0.22483797371387482,surprise,0.3364951014518738
Add a breakpoint,कोई ब्रेकपाइंट जोड़ें,surprise,0.4927021563053131,surprise,0.5889848470687866
Feel like to be affected with nausea.,मितली से प्रभावित अनुभव होना,surprise,0.32360997796058655,love,0.2515527904033661
"Whereas other political formations like the Congress and the BJP manage to combine factional disputes with a semblance of common purpose, the instinctive response of socialists to any disagreement and tactical differences is to split.","जहां कांग्रेस और भाजपा जैसे दूसरे राजनैतिक दल अपने गुटीय ज्ह्गड़ें को साज्ह उद्देश्य के आवरण में छिपा लेते हैं, वहीं परस्पर किसी प्रकार की असहमति और रणनीतिक मतभेद होने पर समाजवादी अपनी ड़ेढे ईंट की अलग मस्जिद खड़ी कर लेते हैं. ",surprise,0.4736131429672241,love,0.3321411609649658
